Unnamed: 0,product_name,selling_price,actual_price,average_rating,rating_and_rivew,ram,SSD,processor,operating_system,exchange_offer,display_size,battery_life
0,ASUS ROG Flow X13 Ryzen 9 Octa Core 5980HS - (32 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeFo...,"₹3,50,990",0,0.0,0,32 GB LPDDR4X RAM,1 TB SSD,AMD Ryzen 9 Octa Core Processor,64 bit Windows 10 Operating System,Bank Offer,34.04 cm (13.4 inch) Touchscreen Display,7 hours
1,ALIENWARE Core i9 10th Gen - (32 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 2080 wit...,"₹3,45,390","₹3,77,798",4.6,10 Ratings & 3 Reviews,32 GB DDR4 RAM,1 TB SSD,Intel Core i9 Processor (10th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange","15.6 inch Full HD LED Backlit Anti-glare IPS Display, 300 Hz, 300 Nits",8 hours
2,ASUS ROG Flow Z13 (2022) Core i9 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,"₹3,21,990","₹3,83,990",0.0,0,16 GB LPDDR5 RAM,1 TB SSD,Intel Core i9 Processor (12th Gen),64 bit Windows 11 Operating System,0,34.04 cm (13.4 Inch) Touchscreen Display,8 hours
3,ASUS ROG Strix SCAR 15 (2022) Core i9 12th Gen - (32 GB/1 TB SSD/Windows 11 Home/16 GB Graphics/NVIDIA...,"₹3,01,990","₹3,59,990",0.0,0,32 GB DDR5 RAM,1 TB SSD,Intel Core i9 Processor (12th Gen),64 bit Windows 11 Operating System,Bank Offer,39.62 cm (15.6 inch) Display,5 hours
4,MSI Stealth GS66 Core i7 12th Gen - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 3...,"₹2,79,990","₹3,13,990",0.0,0,32 GB DDR5 RAM,1 TB SSD,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,Bank Offer,39.62 cm (15.6 Inch) Display,6 hours
5,ASUS Core i9 10th Gen - (32 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 2060) UX581LV...,"₹2,69,990","₹3,26,990",4.8,8 Ratings & 1 Reviews,32 GB DDR4 RAM,1 TB SSD,Intel Core i9 Processor (10th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",39.62 cm (15.6 inch) Touchscreen Display,10 hours
6,ALIENWARE Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 2070) m1...,"₹2,69,290","₹2,93,080",4.0,5 Ratings & 2 Reviews,16 GB DDR4 RAM,1 TB SSD,Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange","15.6 inch Full HD LED Backlit Anti-glare IPS Display, 300 Hz, 300 Nits",7 hours
7,MSI Raider GE66 Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 30...,"₹2,59,990","₹2,79,990",0.0,0,16 GB DDR5 RAM,1 TB SSD,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,Bank Offer,39.62 cm (15.6 inch) Display,5 hours
8,Lenovo Legion 7i Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 2...,"₹2,49,990","₹3,49,890",0.0,0,16 GB DDR4 RAM,1 TB SSD,Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",39.62 cm (15.6 inch) Display,10 hours
9,ASUS ROG Flow X13 (2021) Ryzen 9 Octa Core 5980HS - (32 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVID...,"₹2,39,990","₹3,50,990",5.0,4 Ratings & 0 Reviews,32 GB LPDDR4X RAM,1 TB SSD,AMD Ryzen 9 Octa Core Processor,64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",34.04 cm (13.4 Inch) Touchscreen Display,7 hours
10,HP Spectre Folio Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10 Home) 13-ak1004TU 2 in 1 Laptop,"₹2,39,759",0,0.0,0,16 GB LPDDR3 RAM,512 GB SSD,Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,Bank Offer,33.78 cm (13.3 inch) Touchscreen Display,7 hours
11,ASUS ROG Zephyrus S15 Core i7 10th Gen - (32 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce ...,"₹2,34,990","₹3,24,990",0.0,0,32 GB DDR4 RAM,1 TB SSD,Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",39.62 cm (15.6 inch) Display,7 hours
12,ASUS ExpertBook B9 Core i7 10th Gen - (16 GB/2 TB SSD/Windows 10 Pro) ExpertBook B9 B9450FA Thin and L...,"₹2,33,990",0,0.0,0,16 GB LPDDR3 RAM,2 TB SSD,Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",35.56 cm (14 inch) Display,7 hours
13,acer Predator Triton 500 SE Core i7 12th Gen - (32 GB/2 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA Ge...,"₹2,29,990","₹2,49,999",0.0,0,32 GB LPDDR5 RAM,2 TB SSD,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,Bank Offer,40.64 cm (16 Inch) Display,5 hours
14,ASUS ROG Strix Scar 15 (2022) Core i9 12th Gen - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA ...,"₹2,29,990","₹2,75,990",0.0,0,32 GB DDR5 RAM,1 TB SSD,Intel Core i9 Processor (12th Gen),64 bit Windows 11 Operating System,Bank Offer,39.62 cm (15.6 inch) Display,7 hours
15,Lenovo Core i7 9th Gen - (16 GB/1 TB SSD/Windows 10 Pro/4 GB Graphics) Thinkpad P53 Thin and Light Lap...,"₹2,29,900","₹2,72,000",0.0,0,16 GB DDR4 RAM,1 TB SSD,Intel Core i7 Processor (9th Gen),64 bit Windows 10 Operating System,Bank Offer,39.62 cm (15.6 inch) Display,12 hours
16,APPLE 2021 Macbook Pro M1 Pro - (16 GB/512 GB SSD/Mac OS Monterey) MK183HN/A,"₹2,25,990","₹2,39,900",4.8,72 Ratings & 14 Reviews,,512 GB SSD,Apple M1 Pro Processor,Mac OS Operating System,"Upto ₹23,100 Off on Exchange",41.15 cm (16.2 inch) Display,6 hours
17,APPLE 2021 Macbook Pro M1 Pro - (16 GB/1 TB SSD/Mac OS Monterey) MKGQ3HN/A,"₹2,25,990","₹2,39,900",4.8,72 Ratings & 14 Reviews,,1 TB SSD,Apple M1 Pro Processor,Mac OS Operating System,"Upto ₹23,100 Off on Exchange",36.07 cm (14.2 inch) Display,6 hours
18,ASUS Core i7 10th Gen - (32 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 2060) UX581LV...,"₹2,24,990","₹2,72,990",4.6,10 Ratings & 0 Reviews,32 GB DDR4 RAM,1 TB SSD,Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",39.62 cm (15.6 inch) Touchscreen Display,6 hours
19,ALIENWARE Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 2060/300...,"₹2,14,790","₹2,37,937",4.1,13 Ratings & 4 Reviews,16 GB DDR4 RAM,1 TB SSD,Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange","15.6 inch Full HD LED Backlit Anti-glare IPS Display, 300 Hz, 300 Nits",5 hours
20,ASUS ZenBook Pro 15 Core i9 8th Gen - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics) UX580GE-E2032T La...,"₹2,09,690","₹2,09,990",5.0,4 Ratings & 0 Reviews,16 GB DDR4 RAM,1 TB SSD,Intel Core i9 Processor (8th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",39.62 cm (15.6 inch) Touchscreen Display,8 hours
21,MSI GS66 Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 3070/165 ...,"₹2,07,290","₹2,35,990",0.0,0,16 GB DDR4 RAM,1 TB SSD,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",39.62 cm (15.6 inch) Display,5 hours
22,Lenovo Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10 Pro) ThinkPad X1 Carbon Thin and Light Laptop,"₹2,05,000","₹2,14,760",0.0,0,16 GB LPDDR3 RAM,512 GB SSD,Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,Bank Offer,35.56 cm (14 inch) Display,7 hours
23,MSI Creator Z16 Core i9 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 30...,"₹1,99,990","₹2,57,990",0.0,0,16 GB DDR4 RAM,1 TB SSD,Intel Core i9 Processor (11th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",40.64 cm (16 inch) Display,5 hours
24,ASUS ROG Flow Z13 (2022) Core i9 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,"₹1,91,990","₹2,40,990",0.0,0,16 GB LPDDR5 RAM,1 TB SSD,Intel Core i9 Processor (12th Gen),64 bit Windows 11 Operating System,0,34.04 cm (13.4 Inch) Touchscreen Display,8 hours
25,DELL XPS Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10) XPS 9310 Thin and Light Laptop,"₹1,91,590","₹1,98,483",0.0,0,16 GB LPDDR4X RAM,1 TB SSD,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",34.04 cm (13.4 inches) Touchscreen Display,10 hours
26,acer Predator Helios 300 Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeFor...,"₹1,89,990","₹1,99,999",0.0,0,16 GB DDR5 RAM,1 TB SSD,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,Bank Offer,39.62 cm (15.6 Inch) Display,12 hours
27,MSI Stealth Core i7 8th Gen - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 2060)...,"₹1,84,790","₹1,89,990",4.8,5 Ratings & 1 Reviews,16 GB DDR4 RAM,512 GB SSD,Intel Core i7 Processor (8th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",39.62 cm (15.6 inch) Display,6 hours
28,lenovo Yoga 9 Core i7 11th Gen Intel EVO - (16 GB/1 TB SSD/Windows 10 Home) 14ITL5 2 in 1 Laptop,"₹1,81,999","₹2,03,999",0.0,0,16 GB LPDDR4X RAM,1 TB SSD,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,Bank Offer,35.56 cm (14 inch) Touchscreen Display,4 hours
29,ASUS ROG Flow Z13 (2022) Core i9 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,"₹1,81,990","₹2,15,990",0.0,0,16 GB LPDDR5 RAM,1 TB SSD,Intel Core i9 Processor (12th Gen),64 bit Windows 11 Operating System,0,34.04 cm (13.4 Inch) Touchscreen Display,10 hours
30,ASUS ROG Zephyrus M16 (2022) Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics) GU603ZM...,"₹1,79,990","₹2,27,990",0.0,0,16 GB DDR5 RAM,1 TB SSD,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,Bank Offer,40.64 cm (16 Inch) Display,12 hours
31,DELL G7 Core i9 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 2070/300 H...,"₹1,79,990","₹2,27,250",4.5,17 Ratings & 2 Reviews,16 GB DDR4 RAM,1 TB SSD,Intel Core i9 Processor (10th Gen),64 bit Windows 10 Operating System,Bank Offer,"15.6 inch Full HD LED Backlit Anti-glare Display, 300 Hz, 300 Nits",8 hours
32,MSI Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 3070) Crosshai...,"₹1,79,990","₹1,90,990",0.0,0,16 GB DDR4 RAM,1 TB SSD,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,Bank Offer,39.62 cm (15.6 inch) Display,10 hours
33,MSI GP76 Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 3070/240 ...,"₹1,79,990","₹2,01,990",4.4,24 Ratings & 5 Reviews,16 GB DDR4 RAM,1 TB SSD,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",43.94 cm (17.3 inches) Display,7 hours
34,HP Spectre x360 Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Pro) 13-aw0188TU 2 in 1 Laptop,"₹1,79,990","₹2,16,368",4.2,13 Ratings & 5 Reviews,16 GB DDR4 RAM,1 TB SSD,Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",33.78 cm (13.3 inch) Touchscreen Display,10 hours
35,ASUS ZenBook Pro 15 Core i7 8th Gen - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics) UX580GE-E2014T La...,"₹1,75,190",0,4.8,6 Ratings & 1 Reviews,16 GB DDR4 RAM,1 TB SSD,Intel Core i7 Processor (8th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",39.62 cm (15.6 inch) Touchscreen Display,7 hours
36,APPLE MacBook Pro with Touch Bar Core i5 10th Gen - (16 GB/1 TB SSD/Mac OS Catalina) MWP82HN/A,"₹1,74,990","₹1,94,900",4.7,31 Ratings & 3 Reviews,16 GB LPDDR4X RAM,1 TB SSD,Intel Core i5 Processor (10th Gen),Mac OS Operating System,"Upto ₹18,100 Off on Exchange",33.02 cm (13 inch) Display,5 hours
37,acer Predator Helios 300 Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeFor...,"₹1,74,990","₹1,94,999",0.0,0,16 GB DDR5 RAM,1 TB SSD,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,Bank Offer,39.62 cm (15.6 Inch) Display,4 hours
38,APPLE MacBook Pro with Touch Bar Core i5 10th Gen - (16 GB/1 TB SSD/Mac OS Catalina) MWP52HN/A,"₹1,74,990","₹1,94,900",4.7,93 Ratings & 5 Reviews,16 GB LPDDR4X RAM,1 TB SSD,Intel Core i5 Processor (10th Gen),Mac OS Operating System,"Upto ₹18,100 Off on Exchange",33.02 cm (13 inch) Display,6 hours
39,ASUS ROG Flow Z13 (2022) Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,"₹1,71,990","₹2,15,990",0.0,0,16 GB LPDDR5 RAM,512 GB SSD,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,Bank Offer,34.04 cm (13.4 Inch) Touchscreen Display,5 hours
40,HP OMEN Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 3070) 16-b...,"₹1,71,990","₹1,97,862",0.0,0,16 GB DDR4 RAM,1 TB SSD,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,Bank Offer,40.89 cm (16.1 inch) Display,4 hours
41,ASUS ExpertBook B9 Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Pro) ExpertBook B9 B9450FA Thin and L...,"₹1,67,990","₹2,02,990",0.0,0,16 GB LPDDR3 RAM,1 TB SSD,Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",35.56 cm (14 inch) Display,8 hours
42,ASUS ROG Strix G15 Advantage Edition Ryzen 9 Octa Core 5980HX - (16 GB/1 TB SSD/Windows 11 Home/12 GB ...,"₹1,66,990","₹1,97,990",0.0,0,16 GB DDR4 RAM,1 TB SSD,AMD Ryzen 9 Octa Core Processor,Windows 11 Operating System,Bank Offer,39.62 cm (15.6 inch) Display,4 hours
43,Lenovo ThinkPad x390 Core i7 10th Gen - (8 GB/512 GB SSD/Windows 10 Pro) ThinkPad X390 Thin and Light ...,"₹1,65,999","₹1,78,999",0.0,0,8 GB DDR4 RAM,512 GB SSD,Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,Bank Offer,33.78 cm (13.3 inch) Display,12 hours
44,Lenovo Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10/2 GB Graphics) 20S0S1MC00 Business Laptop,"₹1,65,999","₹2,06,997",0.0,0,16 GB DDR4 RAM,512 GB SSD,Intel Core i7 Processor (10th Gen),Windows 10 Operating System,Bank Offer,30.48 cm (12 inch) Display,12 hours
45,ASUS ExpertBook B9 Intel EVO Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Pro) ExpertBook B9 B9450FA ...,"₹1,65,990","₹2,02,990",0.0,0,16 GB LPDDR3 RAM,1 TB SSD,Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",35.56 cm (14 inch) Display,5 hours
46,HP Spectre x360 14 Intel EVO Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Pro) 14-ea0077TU 2 in 1 Lap...,"₹1,65,000","₹1,98,825",0.0,0,16 GB LPDDR4X RAM,1 TB SSD,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",34.29 cm (13.5 inch) Touchscreen Display,5 hours
47,ASUS Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX RTX 3070 8GB ...,"₹1,64,990","₹1,88,990",0.0,0,16 GB DDR5 RAM,1 TB SSD,Intel Core i7 Processor (12th Gen),Windows 11 Operating System,Bank Offer,39.62 cm (15.6 inch) Display,8 hours
48,ASUS Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX RTX 3070 8GB ...,"₹1,64,990","₹1,88,990",0.0,0,16 GB DDR5 RAM,1 TB SSD,Intel Core i7 Processor (12th Gen),Windows 11 Operating System,Bank Offer,39.62 cm (15.6 inch) Display,8 hours
49,APPLE MacBook Pro Core i5 8th Gen - (8 GB/512 GB SSD/Mac OS Mojave) MV972HN/A,"₹1,62,990","₹1,79,900",4.2,107 Ratings & 13 Reviews,8 GB DDR3 RAM,512 GB SSD,Intel Core i5 Processor (8th Gen),Mac OS Operating System,"Upto ₹18,100 Off on Exchange",33.78 cm (13.3 inch) Display,7 hours
50,HP Spectre x360 Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10 Pro) 13-aw0205tu 2 in 1 Laptop,"₹1,62,990","₹1,92,977",3.3,3 Ratings & 1 Reviews,16 GB DDR4 RAM,512 GB SSD,Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",33.78 cm (13.3 inch) Touchscreen Display,4 hours
51,acer Predator Triton 300 Core i7 10th Gen - (16 GB/2 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeFor...,"₹1,59,990","₹1,60,190",3.8,4 Ratings & 0 Reviews,16 GB DDR4 RAM,2 TB SSD,Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",39.62 cm (15.6 inch) Display,12 hours
52,HP OMEN 15 Ryzen 7 Octa Core 5800H - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX ...,"₹1,58,490","₹1,83,736",4.8,18 Ratings & 2 Reviews,16 GB DDR4 RAM,1 TB SSD,AMD Ryzen 7 Octa Core Processor,64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",39.62 cm (15.6 inch) Display,12 hours
53,Lenovo Legion 5 Pro Core i7 11th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RT...,"₹1,57,990","₹2,24,490",4.6,10 Ratings & 0 Reviews,16 GB DDR4 RAM,1 TB SSD,Intel Core i7 Processor (11th Gen),64 bit Windows 11 Operating System,"Upto ₹18,100 Off on Exchange",40.64 cm (16 inch) Display,4 hours
54,ASUS ROG Flow X13 Ryzen 9 Octa Core 5900HS - (32 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeFo...,"₹1,56,990","₹2,14,990",0.0,0,32 GB LPDDR4X RAM,1 TB SSD,AMD Ryzen 9 Octa Core Processor,64 bit Windows 10 Operating System,Bank Offer,34.04 cm (13.4 inch) Touchscreen Display,12 hours
55,HP OMEN Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics) 16-B1361TX Laptop,"₹1,55,490",0,0.0,0,16 GB DDR5 RAM,1 TB SSD,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,Bank Offer,40.89 cm (16.1 inch) Display,12 hours
56,Lenovo ThinkPad Core i5 10th Gen - (16 GB/512 GB HDD/512 GB SSD/Windows 10 Pro) T14 Thin and Light Lap...,"₹1,55,411",0,0.0,0,16 GB DDR4 RAM,512 GB HDD|512 GB SSD,Intel Core i5 Processor (10th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",35.56 cm (14 Inch) Touchscreen Display,7 hours
57,acer Predator Helios 300 Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,"₹1,54,990","₹1,79,999",0.0,0,16 GB DDR5 RAM,1 TB SSD,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,Bank Offer,39.62 cm (15.6 Inch) Display,5 hours
58,ASUS ROG Zephyrus M16 Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce ...,"₹1,54,990","₹2,20,990",4.5,12 Ratings & 1 Reviews,16 GB DDR4 RAM,1 TB SSD,Intel Core i7 Processor (11th Gen),Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",40.64 cm (16 inch) Display,5 hours
59,MSI Summit E15 Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Pro/4 GB Graphics) Summit E15 A11SCST-272...,"₹1,54,990","₹1,56,990",4.0,3 Ratings & 2 Reviews,16 GB DDR4 RAM,1 TB SSD,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",39.62 cm (15.6 inch) Touchscreen Display,8 hours
60,ASUS ROG Strix G15 Advantage Edition Ryzen 9 Octa Core 5900HX - (16 GB/1 TB SSD/Windows 10 Home/12 GB ...,"₹1,54,990","₹2,07,990",4.6,212 Ratings & 44 Reviews,16 GB DDR4 RAM,1 TB SSD,AMD Ryzen 9 Octa Core Processor,Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",39.62 cm (15.6 inch) Display,7 hours
61,ASUS ExpertBook B9 Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home) ExpertBook B9 B9450FA Thin and ...,"₹1,54,990","₹1,72,990",5.0,3 Ratings & 0 Reviews,16 GB LPDDR3 RAM,1 TB SSD,Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",35.56 cm (14 inch) Display,12 hours
62,DELL XPS Core i7 9th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics) XPS 7590 Laptop,"₹1,50,990","₹1,69,900",0.0,0,8 GB DDR4 RAM,512 GB SSD,Intel Core i7 Processor (9th Gen),64 bit Windows 10 Operating System,Bank Offer,39.62 cm (15.6 inch) Display,12 hours
63,acer Predator Helios 300 Core i7 10th Gen - (16 GB/2 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeFor...,"₹1,50,490",0,4.8,21 Ratings & 5 Reviews,16 GB DDR4 RAM,2 TB SSD,Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",39.62 cm (15.6 inch) Display,5 hours
64,MSI GS Core i7 8th Gen - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce GTX 1060) GS65...,"₹1,49,990","₹1,69,990",4.1,10 Ratings & 3 Reviews,16 GB DDR4 RAM,512 GB SSD for Reduced Boot Up Time and in Game Loading,Intel Core i7 Processor (8th Gen),"Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features)","Upto ₹18,100 Off on Exchange",39.62 cm (15.6 inch) Display,12 hours
65,APPLE MacBook Pro M1 - (8 GB/1 TB SSD/Mac OS Big Sur) Z11B0008S,"₹1,49,990","₹1,63,900",4.7,723 Ratings & 79 Reviews,8 GB DDR4 RAM,1 TB SSD,Apple M1 Processor,Mac OS Operating System,"Upto ₹23,100 Off on Exchange",33.78 cm (13.3 inch) Display,7 hours
66,MSI GP66 Leopard Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 3...,"₹1,49,990","₹1,95,990",0.0,0,16 GB DDR4 RAM,1 TB SSD,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,Bank Offer,39.62 cm (15.6 inches) Display,12 hours
67,APPLE 2022 MacBook Pro M2 - (8 GB/512 GB SSD/Mac OS Monterey) MNEJ3HN/A,"₹1,49,900",0,0.0,0,,512 GB SSD,Apple M2 Processor,Mac OS Operating System,"Upto ₹23,100 Off on Exchange",33.78 cm (13.3 Inch) Display,10 hours
68,APPLE 2022 MacBook Pro M2 - (8 GB/512 GB SSD/Mac OS Monterey) MNEQ3HN/A,"₹1,49,900",0,0.0,0,,512 GB SSD,Apple M2 Processor,Mac OS Operating System,"Upto ₹23,100 Off on Exchange",33.78 cm (13.3 Inch) Display,8 hours
69,DELL Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) XPS 9305 Thin and Light Laptop,"₹1,49,645",0,0.0,0,16 GB LPDDR4X RAM,512 GB SSD,Intel Core i5 Processor (11th Gen),64 bit Windows 11 Operating System,Bank Offer,34.04 cm (13.4 inch) Display,12 hours
70,ASUS Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX RTX3060- 6GB)...,"₹1,49,000","₹1,70,990",0.0,0,16 GB LPDDR5 RAM,1 TB SSD,Intel Core i7 Processor (12th Gen),Windows 11 Operating System,Bank Offer,39.62 cm (15.6 inch) Display,5 hours
71,ASUS ROG Strix G15 (2022) Ryzen 7 Octa Core 6800H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVID...,"₹1,48,990","₹1,82,990",0.0,0,16 GB DDR5 RAM,1 TB SSD,AMD Ryzen 7 Octa Core Processor,Windows 11 Operating System,Bank Offer,39.62 cm (15.6 inch) Display,6 hours
72,ASUS TUF Gaming F15 (2022) Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,"₹1,46,990","₹1,73,990",0.0,0,16 GB DDR5 RAM,1 TB SSD,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,Bank Offer,39.62 cm (15.6 inch) Display,12 hours
73,ASUS Zenbook S 13 Ryzen 7 Octa Core 6800U - (16 GB/1 TB SSD/Windows 11 Home) UM5302TA-LX701WS Thin and...,"₹1,46,990",0,0.0,0,16 GB LPDDR5 RAM,1 TB SSD,AMD Ryzen 7 Octa Core Processor,Windows 11 Operating System,Bank Offer,33.78 cm (13.3 Inch) Touchscreen Display,4 hours
