Unnamed: 0,product_name,selling_price,actual_price,average_rating,rating_and_rivew,ram,SSD,processor,operating_system,exchange_offer,display_size,battery_life
1063,DELL XPS Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10) XPS 13 9305 Thin and Light Laptop,"₹1,09,990","₹1,15,729",0.0,0,16 GB LPDDR4X RAM,512 GB SSD,Intel Core i5 Processor (11th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",33.78 cm (13.3 Inch) Display,5 hours
1064,ASUS ROG Flow X13 (2021) Ryzen 9 Octa Core 5900HS - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVID...,"₹1,09,990","₹1,75,990",4.5,45 Ratings & 8 Reviews,16 GB LPDDR4X RAM,1 TB SSD,AMD Ryzen 9 Octa Core Processor,64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",34.04 cm (13.4 Inch) Touchscreen Display,10 hours
1065,ASUS Vivobook Pro 14X OLED (2021) Ryzen 9 Octa Core 5900HX - (16 GB/1 TB SSD/Windows 10 Home/4 GB Grap...,"₹1,09,990","₹1,42,990",4.6,21 Ratings & 3 Reviews,16 GB DDR4 RAM,1 TB SSD,AMD Ryzen 9 Octa Core Processor,64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",35.56 cm (14 Inch) Display,7 hours
1066,DELL XPS Core i5 11th Gen Intel EVO - (8 GB/512 GB SSD/Windows 10 Home) XPS 9310 Thin and Light Laptop,"₹1,09,590","₹1,55,720",0.0,0,8 GB LPDDR4X RAM,512 GB SSD,Intel Core i5 Processor (11th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",33.78 cm (13.3 inch) Display,4 hours
1067,HP Ryzen 7 Quad Core 3rd Gen - (16 GB/512 GB SSD/Windows 10 Home) 13-ay0046AU 2 in 1 Laptop,"₹1,09,000","₹1,28,000",0.0,0,16 GB DDR4 RAM,512 GB SSD,AMD Ryzen 7 Quad Core Processor (3rd Gen),Windows 10 Operating System,Bank Offer,33.78 cm (13.3 inch) Touchscreen Display,7 hours
1068,MSI Pulse GL66 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3...,"₹1,08,490","₹1,23,990",4.6,5 Ratings & 2 Reviews,16 GB DDR4 RAM,512 GB SSD,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",39.62 cm (15.6 inches) Display,5 hours
1069,HP Envy Core i5 10th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics) 15-ep0011TX Laptop,"₹1,07,490","₹1,38,366",4.7,3 Ratings & 0 Reviews,16 GB DDR4 RAM,512 GB SSD,Intel Core i5 Processor (10th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",39.62 cm (15.6 inch) Display,6 hours
1070,APPLE MacBook Air M1 - (8 GB/512 GB SSD/Mac OS Big Sur) Z12A000D3,"₹1,06,990","₹1,10,900",4.7,"7,407 Ratings & 687 Reviews",8 GB DDR4 RAM,512 GB SSD,Apple M1 Processor,Mac OS Operating System,"Upto ₹23,100 Off on Exchange",33.78 cm (13.3 inch) Display,12 hours
1071,ASUS ROG Strix G15 (2022) Ryzen 7 Octa Core 6800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NV...,"₹1,06,990","₹1,32,990",0.0,0,16 GB DDR5 RAM,512 GB SSD,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,Bank Offer,39.62 cm (15.6 Inch) Display,12 hours
1072,APPLE MacBook Air M1 - (8 GB/512 GB SSD/Mac OS Big Sur) Z12400092,"₹1,06,990","₹1,10,900",4.7,"7,407 Ratings & 687 Reviews",8 GB DDR4 RAM,512 GB SSD,Apple M1 Processor,Mac OS Operating System,"Upto ₹23,100 Off on Exchange",33.78 cm (13.3 inch) Display,5 hours
1073,MSI Alpha 15 Ryzen 7 Octa Core 5800H - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/AMD Radeon RX6600...,"₹1,06,990","₹1,45,990",4.5,161 Ratings & 27 Reviews,16 GB DDR4 RAM,1 TB SSD,AMD Ryzen 7 Octa Core Processor,64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",39.62 cm (15.6 inch) Display,4 hours
1074,ASUS ZenBook Classic Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) UX434FL-A5822T...,"₹1,05,990",0,5.0,4 Ratings & 0 Reviews,8 GB LPDDR3 RAM,512 GB SSD,Intel Core i5 Processor (10th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",35.56 cm (14 inch) Display,8 hours
1075,Lenovo Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics) Legion 5 15ITH6 Thin and Li...,"₹1,05,990","₹1,59,290",0.0,0,16 GB DDR4 RAM,512 GB SSD,Intel Core i7 Processor (11th Gen),64 bit Windows 11 Operating System,Bank Offer,39.62 cm (15.6 Inch) Display,10 hours
1076,ASUS ZenBook Duo 14 (2021) Touch Panel Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/2 GB Graph...,"₹1,05,990","₹1,40,990",4.4,63 Ratings & 11 Reviews,16 GB LPDDR4X RAM,512 GB SSD,Intel Core i5 Processor (11th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",35.56 cm (14 inch) Touchscreen Display,8 hours
1077,APPLE MacBook Air Core i5 10th Gen - (8 GB/512 GB SSD/Mac OS Catalina) MVH22HN/A,"₹1,04,990","₹1,22,990",4.5,436 Ratings & 40 Reviews,8 GB LPDDR4X RAM,512 GB SSD,Intel Core i5 Processor (10th Gen),Mac OS Operating System,"Upto ₹18,100 Off on Exchange",33.78 cm (13.3 inch) Display,4 hours
1078,MSI Prestige 14 Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) Prestige 14 A10RAS...,"₹1,04,990","₹1,23,990",3.9,87 Ratings & 10 Reviews,16 GB DDR4 RAM,512 GB SSD,Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",35.56 cm (14 inch) Display,7 hours
1079,ASUS Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) UX363EA-HP702WS Thin and Light Laptop,"₹1,04,990","₹1,59,288",0.0,0,16 GB LPDDR4X RAM,512 GB SSD,Intel Core i7 Processor (11th Gen),64 bit Windows 11 Operating System,"Upto ₹18,100 Off on Exchange",33.78 cm (13.3 Inch) Touchscreen Display,7 hours
1080,ASUS ASUS TUF Dash Series Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeFo...,"₹1,19,980","₹1,75,000",0.0,0,16 GB DDR4 RAM,1 TB SSD,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,0,39.62 cm (15.6 inch) Display,7 hours
1081,HP Core i7 11th Gen - (8 GB/512 GB SSD/Windows 10 Pro) PROBOOK 440 G8 Business Laptop,"₹1,19,599","₹1,95,000",0.0,0,8 GB DDR4 RAM,512 GB SSD,Intel Core i7 Processor (11th Gen),Windows 10 Operating System,0,35.56 cm (14 inch) Display,6 hours
1082,HP OMEN Core i7 11th Gen - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX RTX 3050Ti...,"₹1,18,490","₹1,38,399",0.0,0,16 GB DDR4 RAM,1 TB SSD,Intel Core i7 Processor (11th Gen),64 bit Windows 11 Operating System,0,40.89 cm (16.1 Inch) Display,6 hours
1083,ASUS ROG Strix G15 Ryzen 9 Octa Core 5900HX - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeF...,"₹1,17,990","₹1,62,990",4.6,39 Ratings & 5 Reviews,16 GB DDR4 RAM,1 TB SSD,AMD Ryzen 9 Octa Core Processor,64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",39.62 cm (15.6 inch) Display,5 hours
1084,Lenovo Legion 5 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX ...,"₹1,17,990","₹1,53,490",4.1,29 Ratings & 6 Reviews,16 GB DDR4 RAM,512 GB SSD,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",39.62 cm (15.6 inch) Display,7 hours
1085,ASUS TUF Gaming F15 (2022) Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,"₹1,16,990","₹1,37,990",3.3,3 Ratings & 1 Reviews,16 GB DDR5 RAM,512 GB SSD,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,"No Cost EMI from ₹9,750/month",39.62 cm (15.6 inch) Display,10 hours
1086,APPLE 2020 Macbook Pro M1 - (8 GB/256 GB SSD/Mac OS Big Sur) MYD82HN/A,"₹1,16,990","₹1,22,900",4.7,723 Ratings & 79 Reviews,8 GB DDR4 RAM,256 GB SSD,Apple M1 Processor,Mac OS Operating System,"Upto ₹23,100 Off on Exchange",33.78 cm (13.3 inch) Display,7 hours
1087,ASUS TUF Gaming A17 (2022) Ryzen 7 Octa Core 6800H - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVI...,"₹1,16,990","₹1,43,990",0.0,0,16 GB DDR5 RAM,1 TB SSD,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,0,43.94 cm (17.3 Inch) Display,7 hours
1088,HP 15 Core i7 8th Gen - (8 GB/1 TB HDD/128 GB SSD/Windows 10 Home/4 GB Graphics) 15-dc0082TX Laptop,"₹1,16,941",0,0.0,0,8 GB DDR4 RAM,1 TB HDD|128 GB SSD,Intel Core i7 Processor (8th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",39.62 cm (15.6 inch) Display,6 hours
1089,acer Core i7 6th Gen - (16 GB/1 TB HDD/128 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 980...,"₹1,16,640",0,0.0,0,16 GB DDR4 RAM,128 GB SSD for Reduced Boot Up Time and In Game Loading,Intel Core i7 Processor (6th Gen),"Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features)","Upto ₹18,100 Off on Exchange",39.62 cm (15.6 inch) Display,5 hours
1090,MSI Pulse GL66 Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 306...,"₹1,15,990","₹1,39,990",4.6,110 Ratings & 20 Reviews,16 GB DDR4 RAM,1 TB SSD,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",39.62 cm (15.6 inches) Display,4 hours
1091,HP Spectre x360 14 Intel EVO Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Pro) 14-ea0542TU 2 in 1 L...,"₹1,15,990","₹1,55,437",0.0,0,16 GB LPDDR4X RAM,512 GB SSD,Intel Core i5 Processor (11th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",34.29 cm (13.5 inch) Touchscreen Display,7 hours
1092,ASUS Ryzen 9 Octa Core 5900HX - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050 ...,"₹1,14,990","₹1,49,990",0.0,0,16 GB DDR4 RAM,1 TB SSD,AMD Ryzen 9 Octa Core Processor,64 bit Windows 11 Operating System,0,35.56 cm (14 inch) Display,10 hours
1093,DELL Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060...,"₹1,14,990","₹1,51,940",4.2,5 Ratings & 1 Reviews,16 GB DDR4 RAM,512 GB SSD,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,"Upto ₹18,100 Off on Exchange",39.62 cm (15.6 inch) Display,8 hours
1094,ASUS ROG Strix G15 (2022) Ryzen 7 Octa Core 6800H - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVID...,"₹1,14,990","₹1,45,990",0.0,0,16 GB DDR5 RAM,1 TB SSD,AMD Ryzen 7 Octa Core Processor,Windows 11 Operating System,0,39.62 cm (15.6 Inch) Display,10 hours
1095,ASUS Zenbook 14X (2022) Space Edition Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) UX5401ZAS-...,"₹1,14,990","₹1,40,990",0.0,0,16 GB LPDDR5 RAM,512 GB SSD,Intel Core i5 Processor (12th Gen),Windows 11 Operating System,"Upto ₹18,100 Off on Exchange",35.56 cm (14 inch) Touchscreen Display,10 hours
1096,ASUS Ryzen 7 Octa Core 5800HS - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX GeFor...,"₹1,14,990","₹1,49,990",0.0,0,16 GB DDR4 RAM,1 TB SSD,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,0,35.56 cm (14 Inch) Display,12 hours
1097,ASUS ZenBook Duo 14 (2021) Touch Panel Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/2 GB Graph...,"₹1,14,990","₹1,66,368",0.0,0,16 GB LPDDR4X RAM,512 GB SSD,Intel Core i5 Processor (11th Gen),64 bit Windows 11 Operating System,"Upto ₹18,100 Off on Exchange",35.56 cm (14 inch) Touchscreen Display,7 hours
1098,ASUS ZenBook Duo 14 (2021) Touch Panel Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/2 GB Graph...,"₹1,14,990","₹1,66,368",0.0,0,16 GB LPDDR4X RAM,512 GB SSD,Intel Core i5 Processor (11th Gen),64 bit Windows 11 Operating System,"Upto ₹18,100 Off on Exchange",35.56 cm (14 inch) Touchscreen Display,8 hours
1099,MSI Prestige 15 Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics) Prestige 15 A10SC-...,"₹1,13,490","₹1,34,990",4.3,140 Ratings & 31 Reviews,16 GB DDR4 RAM,512 GB SSD,Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",39.62 cm (15.6 inch) Display,10 hours
1100,acer Predator Helios 300 Core i7 11th Gen - (16 GB/1 TB HDD/512 GB SSD/Windows 10 Home/6 GB Graphics/N...,"₹1,12,990","₹1,40,990",4.5,388 Ratings & 62 Reviews,16 GB DDR4 RAM,1 TB HDD|512 GB SSD,Intel Core i7 Processor (11th Gen),Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",39.62 cm (15.6 inch) Display,10 hours
1101,ASUS ROG Strix G15 (2022) Ryzen 7 Octa Core 6800H - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVID...,"₹1,12,990","₹1,42,990",4.8,9 Ratings & 3 Reviews,16 GB DDR5 RAM,1 TB SSD,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,"Upto ₹18,100 Off on Exchange",39.62 cm (15.6 Inch) Display,8 hours
1102,APPLE 2020 Macbook Pro M1 - (8 GB/256 GB SSD/Mac OS Big Sur) MYDA2HN/A,"₹1,12,990","₹1,22,900",4.7,723 Ratings & 79 Reviews,8 GB DDR4 RAM,256 GB SSD,Apple M1 Processor,Mac OS Operating System,"Upto ₹23,100 Off on Exchange",33.78 cm (13.3 inch) Display,12 hours
1103,ASUS Zenbook 14 Flip Ryzen 7 Octa Core 5800H - (16 GB/1 TB SSD/Windows 11 Home) UN5401QA-KN701WS Thin ...,"₹1,12,990","₹1,40,990",0.0,0,16 GB LPDDR4X RAM,1 TB SSD,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,0,35.56 cm (14 Inch) Touchscreen Display,8 hours
1104,APPLE 2022 MacBook Pro M2 - (8 GB/256 GB SSD/Mac OS Monterey) MNEH3HN/A,"₹1,29,900",0,0.0,0,,256 GB SSD,Apple M2 Processor,Mac OS Operating System,"Upto ₹23,100 Off on Exchange",33.78 cm (13.3 Inch) Display,7 hours
1105,APPLE 2022 MacBook Pro M2 - (8 GB/256 GB SSD/Mac OS Monterey) MNEP3HN/A,"₹1,29,900",0,0.0,0,,256 GB SSD,Apple M2 Processor,Mac OS Operating System,"Upto ₹23,100 Off on Exchange",33.78 cm (13.3 Inch) Display,12 hours
1106,ASUS ROG Flow X13 Ryzen 9 Octa Core 5900HS - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeFo...,"₹1,28,000","₹1,75,990",4.1,8 Ratings & 2 Reviews,16 GB LPDDR4X RAM,1 TB SSD,AMD Ryzen 9 Octa Core Processor,64 bit Windows 10 Operating System,Bank Offer,34.04 cm (13.4 inch) Touchscreen Display,5 hours
1107,DELL G15 Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060) G...,"₹1,27,990","₹1,64,987",0.0,0,16 GB DDR5 RAM,512 GB SSD,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,"No Cost EMI from ₹10,666/month",39.62 cm (15.6 Inch) Display,7 hours
1108,HP Spectre x360 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Pro) 13-aw0211TU 2 in 1 Laptop,"₹1,26,000","₹1,52,042",5.0,2 Ratings & 1 Reviews,8 GB DDR4 RAM,512 GB SSD,Intel Core i5 Processor (10th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",33.78 cm (13.3 inch) Touchscreen Display,8 hours
1109,ASUS TUF Gaming A17 (2022) Ryzen 7 Octa Core 6800H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVI...,"₹1,25,990","₹1,53,990",0.0,0,16 GB DDR5 RAM,1 TB SSD,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,Bank Offer,43.94 cm (17.3 Inch) Display,5 hours
1110,ASUS TUF Gaming A17 (2022) Ryzen 7 Octa Core 6800H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVI...,"₹1,25,990","₹1,53,990",0.0,0,16 GB DDR5 RAM,1 TB SSD,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,Bank Offer,43.94 cm (17.3 Inch) Display,12 hours
1111,HP OMEN Ryzen 7 Octa Core 5800H - (16 GB/1 TB SSD/Windows 11 Home/AMD Radeon RX 6600M) 16-C0140AX Gami...,"₹1,25,500","₹1,39,999",0.0,0,16 GB DDR4 RAM,1 TB SSD,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,Bank Offer,40.89 cm (16.1 inch) Display,8 hours
1112,Lenovo ThinkPad Core i5 10th Gen - (8 GB/512 GB HDD/512 GB SSD/Windows 10 Pro) T14 Thin and Light Lapt...,"₹1,25,394","₹1,46,680",0.0,0,8 GB DDR4 RAM,512 GB HDD|512 GB SSD,Intel Core i5 Processor (10th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",35.56 cm (14 Inch) Touchscreen Display,12 hours
1113,ASUS Vivobook Ryzen 9 Octa Core 5900HX - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics) M7600QC-L2044W...,"₹1,24,990","₹1,62,990",0.0,0,16 GB DDR4 RAM,1 TB SSD,AMD Ryzen 9 Octa Core Processor,64 bit Windows 11 Operating System,Bank Offer,40.64 cm (16 inch) Display,8 hours
1114,ASUS ZenBook Duo Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/2 GB Graphics) UX481FL-HJ143TS Thi...,"₹1,24,990","₹1,46,990",4.4,18 Ratings & 1 Reviews,16 GB LPDDR3 RAM,1 TB SSD,Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",35.56 cm (14 inch) Display,12 hours
1115,ASUS TUF Gaming F17 (2022) Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,"₹1,23,990","₹1,47,990",0.0,0,16 GB DDR5 RAM,1 TB SSD,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,Bank Offer,43.94 cm (17.3 Inch) Display,4 hours
1116,ASUS Zenbook S 13 Ryzen 5 Hexa Core 6600U - (16 GB/512 GB SSD/Windows 11 Home) UM5302TA-LX501WS Thin a...,"₹1,22,990",0,0.0,0,16 GB LPDDR5 RAM,512 GB SSD,AMD Ryzen 5 Hexa Core Processor,Windows 11 Operating System,Bank Offer,33.78 cm (13.3 Inch) Touchscreen Display,6 hours
1117,HP OMEN Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3...,"₹1,22,804",0,0.0,0,16 GB DDR4 RAM,512 GB SSD,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,Bank Offer,40.89 cm (16.1 Inch) Display,10 hours
1118,DELL XPS 13 Core i7 8th Gen - (16 GB/512 GB SSD/Windows 10 Home) 9370 Thin and Light Laptop,"₹1,22,490","₹1,39,104",1.7,3 Ratings & 0 Reviews,16 GB DDR3 RAM,512 GB SSD,Intel Core i7 Processor (8th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",33.78 cm (13.3 inch) Display,4 hours
1119,Lenovo Yoga S7 Carbon Core i7 11th Gen - (16 GB/1 TB SSD/Windows 11 Home) Yoga Slim 7 Carbon 13itl5 Th...,"₹1,22,488","₹1,74,890",0.0,0,16 GB LPDDR4X RAM,1 TB SSD,Intel Core i7 Processor (11th Gen),64 bit Windows 11 Operating System,Bank Offer,33.78 cm (13.3 inch) Display,6 hours
1120,ASUS ROG Flow X13 (2021) Ryzen 9 Octa Core Ryzen 9 5900HS 5th Gen - (32 GB/1 TB SSD/Windows 10 Home/4 ...,"₹1,21,000","₹1,88,990",0.0,0,32 GB LPDDR4X RAM,1 TB SSD,AMD Ryzen 9 Octa Core Processor (5th Gen),64 bit Windows 10 Operating System,Bank Offer,34.04 cm (13.4 Inch) Touchscreen Display,8 hours
1121,MSI Stealth 15M Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 30...,"₹1,20,990","₹1,62,990",4.2,26 Ratings & 4 Reviews,16 GB DDR4 RAM,1 TB SSD,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",39.62 cm (15.6 inch) Display,4 hours
1122,ASUS Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX RTX3060- 6G...,"₹1,20,990","₹1,49,000",0.0,0,16 GB DDR4 RAM,512 GB SSD,Intel Core i7 Processor (11th Gen),Windows 11 Operating System,Bank Offer,39.62 cm (15.6 inch) Display,12 hours
1123,ASUS ZenBook Duo 14 (2021) Touch Panel Intel EVO Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home) U...,"₹1,19,990","₹1,87,608",4.5,11 Ratings & 2 Reviews,16 GB LPDDR4X RAM,1 TB SSD,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",35.56 cm (14 inch) Touchscreen Display,7 hours
1124,acer Spin 7 Core i7 7th Gen - (8 GB/256 GB SSD/Windows 10 Home) SP714-51 Laptop,"₹1,19,990","₹1,24,900",4.0,1 Ratings & 1 Reviews,8 GB DDR3 RAM,256 GB SSD,Intel Core i7 Processor (7th Gen),"Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features)","Upto ₹18,100 Off on Exchange",35.56 cm (14 inch) Touchscreen Display,8 hours
1125,ASUS ROG Flow X13 Ryzen 9 Octa Core 5900HS - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeFo...,"₹1,19,990","₹1,81,990",4.7,15 Ratings & 1 Reviews,16 GB LPDDR4X RAM,1 TB SSD,AMD Ryzen 9 Octa Core Processor,64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",34.04 cm (13.4 inch) Touchscreen Display,4 hours
1126,ASUS ROG Flow X13 Ryzen 9 Octa Core 5900HS - (32 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeFo...,"₹1,19,990","₹1,88,990",0.0,0,32 GB LPDDR4X RAM,1 TB SSD,AMD Ryzen 9 Octa Core Processor,64 bit Windows 10 Operating System,Bank Offer,34.04 cm (13.4 inch) Touchscreen Display,10 hours
1127,ASUS ASUS TUF Dash Series Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeFo...,"₹1,19,980","₹1,75,000",0.0,0,16 GB DDR4 RAM,1 TB SSD,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,Bank Offer,39.62 cm (15.6 inch) Display,12 hours
1128,ASUS ROG Flow X13 Ryzen 9 Octa Core 5900HS - (32 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeFo...,"₹1,36,990","₹1,96,990",0.0,0,32 GB DDR4 RAM,1 TB SSD,AMD Ryzen 9 Octa Core Processor,Windows 10 Operating System,Bank Offer,34.04 cm (13.4 inch) Touchscreen Display,4 hours
1129,HP Spectre x360 Core i5 8th Gen - (8 GB/256 GB SSD/Windows 10 Pro) 13-ap0121TU 2 in 1 Laptop,"₹1,36,590","₹1,51,133",0.0,0,8 GB DDR4 RAM,256 GB SSD,Intel Core i5 Processor (8th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",33.78 cm (13.3 inch) Touchscreen Display,4 hours
1130,MSI Pulse GL66 Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 307...,"₹1,35,990","₹1,79,990",4.4,34 Ratings & 5 Reviews,16 GB DDR4 RAM,1 TB SSD,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",39.62 cm (15.6 Inch) Display,5 hours
1131,ASUS Zenbook 14 Flip Ryzen 9 Octa Core 5900HX - (16 GB/1 TB SSD/Windows 11 Home) UN5401QA-KN901WS Thin...,"₹1,34,990","₹1,70,990",0.0,0,16 GB LPDDR4X RAM,1 TB SSD,AMD Ryzen 9 Octa Core Processor,64 bit Windows 11 Operating System,"Upto ₹18,100 Off on Exchange",35.56 cm (14 Inch) Touchscreen Display,7 hours
1132,HP Omen Core i7 11th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX RTX 3060) ...,"₹1,34,090","₹1,55,442",0.0,0,16 GB DDR4 RAM,1 TB SSD,Intel Core i7 Processor (11th Gen),64 bit Windows 11 Operating System,Bank Offer,40.89 cm (16.1 Inch) Display,6 hours
1133,HP Spectre x360 14 Intel EVO Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home) 14-ea0541TU 2 in 1 La...,"₹1,33,490","₹1,78,464",0.0,0,16 GB LPDDR4X RAM,1 TB SSD,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",34.29 cm (13.5 inch) Touchscreen Display,6 hours
1134,APPLE 2020 Macbook Pro M1 - (8 GB/512 GB SSD/Mac OS Big Sur) MYD92HN/A,"₹1,32,990","₹1,42,900",4.6,435 Ratings & 47 Reviews,8 GB DDR4 RAM,512 GB SSD,Apple M1 Processor,Mac OS Operating System,"Upto ₹23,100 Off on Exchange",33.78 cm (13.3 inch) Display,12 hours
